PVD51512	/coded_by="complement(QCZJ01000012.1:16501..18213)"
RMJ04330	/coded_by="QMDL01000002.1:576623..578038"
EKX82256	/coded_by="complement(AMWJ01000172.1:25039..27012)"
ABP79524	/coded_by="complement(CP000304.1:1995986..1998514)"
AAZ96514	/coded_by="complement(CP000116.1:589424..590827)"
EAR02356	/coded_by="AAOC01000001.1:384769..386961"
KMK67536	/coded_by="complement(LDPY01000001.1:2548308..2549909)"
ARV17010	/coded_by="CP015698.1:46505..47938"
TDS21793.1	/coded_by="SNZX01000001.1:504897..506594"
AWT42764	/coded_by="complement(CP029788.1:2282415..2284154)"
KGM51091	/coded_by="AVPS01000008.1:15184..16800"
PSJ74398	/coded_by="PXYE01000117.1:6806..8968"
BBA80197	/coded_by="complement(AP018341.1:2801535..2803208)"
KPM81438	/coded_by="complement(LJTD01000002.1:124394..125884)"
EHQ07615	/coded_by="complement(JH597773.1:3253815..3255182)"
QEL63849.1	/coded_by="CP022579.1:411115..412731"
RFA36498	/coded_by="NFZW01000009.1:106451..108781"
TDK42404.1	/coded_by="SMUV01000073.1:284621..285964"
EEF81099	/coded_by="complement(GG657883.1:203115..204470)"
BAJ04297	/coded_by="complement(AP011177.1:4938767..4940752)"
RZK63700.1	/coded_by="SEDA01002048.1:<1..>1182"
KAA1429457.1	/coded_by="VUJW01000001.1:319496..321232"
RMA97202	/coded_by="complement(REFO01000011.1:228902..230296)"
BAU47571	/coded_by="complement(AP014936.1:992699..995185)"
SEC14339	/coded_by="complement(FNSN01000003.1:2204359..2206044)"
QDU33414.1	/coded_by="complement(CP036425.1:1707386..1709746)"
TDB88963.1	/coded_by="complement(SMJX01000040.1:19035..20999)"
KQU80881	/coded_by="complement(LMCN01000003.1:468468..470471)"
RDJ23802	/coded_by="QQTP01000008.1:104096..105739"
RDV02783	/coded_by="QRGP01000002.1:395090..396748"
TGY87186	/coded_by="SRXW01000007.1:30570..32204"
SHL36832	/coded_by="complement(FRBL01000003.1:121138..122817)"
RZL82537.1	/coded_by="SEGD01000160.1:<1..1201"
EQC47041	/coded_by="complement(AUNE01000038.1:7407..9134)"
EHI49249	/coded_by="AFXB01000006.1:168984..170591"
RNF82910	/coded_by="complement(RIBS01000006.1:156314..157930)"
KOT38870	/coded_by="complement(LGCN01000166.1:99125..>99811)"
GEP43378.1	/coded_by="complement(BKAG01000017.1:42043..44433)"
GBD18355.1	/coded_by="BEID01000103.1:2509..4197"
EPZ43048	/coded_by="AURB01000164.1:92877..94841"
OYU26111	/coded_by="NKIM01000032.1:49378..51009"
PVZ09116	/coded_by="complement(QEKW01000007.1:277377..279239)"
AEG47815	/coded_by="complement(CP002798.1:124574..126292)"
PWE54634	/coded_by="complement(QFBC01000009.1:76420..78075)"
GAX44851	/coded_by="complement(BDUC01000009.1:145339..147075)"
CBW26264	/coded_by="complement(FQ312005.1:1365212..1367380)"
SHN27754	/coded_by="FRBI01000031.1:69670..71385"
ABX35413	/coded_by="CP000884.1:3053203..3054639"
EWG06617	/coded_by="complement(ASRH01000012.1:12479..14095)"
EPJ46340	/coded_by="ASZJ01000100.1:18695..20317"
PSB92104	/coded_by="MUHY01000001.1:366961..368934"
OON64341	/coded_by="complement(MVAD01000001.1:3139624..3141219)"
ACV27448	/coded_by="CP001707.1:2203750..2206029"
PKB27063	/coded_by="PHUH01000001.1:540351..542087"
AAK42775	/coded_by="complement(AE006641.1:2415240..2416775)"
KQV44429	/coded_by="LMDA01000001.1:1398386..1399996"
TBT94997.1	/coded_by="complement(SDMR01000008.1:122403..124796)"
SDM39220	/coded_by="FNHN01000003.1:153618..155561"
KKX28302	/coded_by="complement(LBHV01000007.1:306178..307875)"
AGK53390	/coded_by="complement(CP005586.1:1778782..1780761)"
RQS64362	/coded_by="QTQP01000044.1:48970..50595"
PPE65948	/coded_by="PSNX01000010.1:118405..119856"
SFH81652	/coded_by="FOQG01000002.1:360309..362063"
AYA75284	/coded_by="CP030028.1:1516258..1518126"
RXZ36818.1	/coded_by="REGP01000002.1:1003570..1005504"
SHI29694	/coded_by="FQYK01000001.1:112799..114991"
EGQ26995	/coded_by="AFPZ01000025.1:54589..56241"
PHT65270	/coded_by="AYRZ02000012.1:23884838..23886421"
PZF76035.1	/coded_by="QKVK01000007.1:167338..168957"
CCG45184	/coded_by="HE717023.1:1838669..1840537"
OPC83236	/coded_by="MWQN01000001.1:4938395..4940113"
TYC55165.1	/coded_by="SDKK01000014.1:149831..151252"
PJJ72367	/coded_by="complement(PGFF01000001.1:1997210..1998934)"
SDC24572	/coded_by="FMZA01000005.1:5651..7654"
KQV79968	/coded_by="LMDJ01000033.1:276186..277916"
PQB05155	/coded_by="complement(MQUB01000001.1:2139029..2140855)"
TPD57670.1	/coded_by="complement(VFIY01000018.1:465757..467385)"
AVM01277	/coded_by="complement(CP027433.1:3151079..3152848)"
PJM92177	/coded_by="complement(NNBK01000021.1:24049..25728)"
EUA90568	/coded_by="JAOL01000103.1:12457..13218"
THH35864	/coded_by="complement(SRKY01000003.1:246634..248232)"
EID76039	/coded_by="AJJU01000003.1:208222..210045"
GEP67933.1	/coded_by="BKAL01000002.1:152259..154088"
KQT53105	/coded_by="complement(LMQT01000004.1:12933..14936)"
PVW15825	/coded_by="complement(QEHR01000003.1:295164..297365)"
PWI26793	/coded_by="QFVR01000001.1:84663..86531"
ODN71413	/coded_by="MCRJ01000022.1:33742..35469"
RYY47900.1	/coded_by="complement(SDYC01000113.1:1335..3089)"
KPU84713.1	/coded_by="JPUR01000102.1:3862..5535"
OWU84090	/coded_by="complement(AQQU01000005.1:18482..21043)"
SFI98656	/coded_by="complement(FORM01000003.1:252199..254391)"
TWI05870.1	/coded_by="VLKN01000001.1:138951..140648"
AJD49385	/coded_by="complement(CP004387.1:3332827..3335373)"
TXL62650.1	/coded_by="VDUY01000009.1:78614..80320"
AWL10582	/coded_by="CP029347.1:74607..76196"
SEO53075	/coded_by="complement(FOEF01000001.1:369159..370931)"
TFD73999.1	/coded_by="SOHH01000095.1:32814..35135"
AAZ63787	/coded_by="CP000091.1:1095574..1097211"
RLP81665	/coded_by="RCTF01000001.1:289723..291387"
AST90125	/coded_by="CP018866.1:413157..414851"
ABQ31365	/coded_by="complement(CP000697.1:2389946..2391544)"
SDZ83686	/coded_by="FNQS01000001.1:431279..433273"
TWT51235.1	/coded_by="SJPI01000002.1:1498236..1500662"
ELP70858	/coded_by="AEJB01000034.1:6101..7837"
BAN28120	/coded_by="AP013061.1:1232615..1234621"
KFX69198	/coded_by="AWSQ01000004.1:692705..694147"
SOD93516	/coded_by="OCNJ01000003.1:131009..132364"
PIG78525	/coded_by="complement(PEFT01000001.1:10298602..10300209)"
GAN56496	/coded_by="BAMU01000006.1:255278..257269"
SPQ02105	/coded_by="OUUY01000141.1:39391..40782"
SDC23408	/coded_by="complement(FMYP01000022.1:12014..13621)"
RCX16156	/coded_by="QPJW01000013.1:10496..12385"
TXB68219.1	/coded_by="complement(VOPL01000005.1:227213..229222)"
AUB37095	/coded_by="complement(CP024785.1:2841976..2843712)"
AHF15296	/coded_by="complement(CP007035.1:1999857..2001986)"
PAQ01500	/coded_by="NPKI01000017.1:402111..403880"
TZF90492.1	/coded_by="complement(VTRV01000037.1:14520..16832)"
TDC18061.1	/coded_by="SMKC01000233.1:1772..3502"
PWA10899	/coded_by="QCZH01000002.1:154648..156825"
QHC21583.1	/coded_by="CP047146.1:2163215..2164945"
THF64392	/coded_by="complement(SSOD01000002.1:316411..317835)"
SDG48729	/coded_by="FNCW01000002.1:177741..179309"
PYZ97888	/coded_by="PDOF01000001.1:942654..944480"
PBB08101	/coded_by="complement(NSGI01000006.1:117744..119465)"
PFG92802	/coded_by="PDBV01000001.1:17017..18717"
EEH02515	/coded_by="join(GG663449.1:18179..18743,
KGM55582	/coded_by="complement(AVPU01000004.1:13613..15889)"
ENO77822	/coded_by="complement(AMXC01000009.1:13110..14540)"
CAY39286.1	/coded_by="join(FN356025.1:15602..15856,
TKR56358	/coded_by="RAPG01000003.1:213158..215431"
CDP50815	/coded_by="CCAO010000015.1:14110..15717"
QEL64294.1	/coded_by="CP022579.1:900082..901512"
EAT02432	/coded_by="complement(AAQF01000238.1:1051..2451)"
SFI13232	/coded_by="FOQV01000001.1:1152674..1154347"
PIB35410	/coded_by="MDGR01000007.1:2094534..2096651"
ELX09027	/coded_by="AMWD01000002.1:1394760..1397033"
AUN97752	/coded_by="complement(CP025704.1:1278233..1280383)"
EEH02516	/coded_by="GG663449.1:21271..22356"
KQT14239	/coded_by="LMQL01000001.1:258643..260325"
KQN63127	/coded_by="complement(LMLK01000005.1:111122..113113)"
GAE07665	/coded_by="BAUO01000015.1:15182..17080"
KGR78286	/coded_by="JPVN01000012.1:19145..21094"
AFR07957	/coded_by="complement(CP003788.1:116352..118028)"
KLJ01958	/coded_by="LASZ01000003.1:72537..74015"
ACN14620	/coded_by="complement(CP001087.1:1730556..1731848)"
KQP23673	/coded_by="LMMV01000001.1:1490517..1492520"
RJT24742.1	/coded_by="RAGX01000003.1:652716..654371"
TDY03938.1	/coded_by="SOQX01000001.1:326471..327889"
ARO86618	/coded_by="complement(CP021106.3:411773..413353)"
TCP50127.1	/coded_by="SLXQ01000008.1:225839..227623"
SHE38789	/coded_by="complement(FQUJ01000002.1:332083..334065)"
PTU31711	/coded_by="QANS01000003.1:627671..629311"
